Country,gdp_total_usd_billion_cleaned,GDP_total_Year,GDP_per_capita_nominal_cleaned,GDP_per_capita_ppp_cleaned,GDP_growth_rate_cleaned,Inflation_rate_cleaned,Unemployment_rate_cleaned,Exports_Cleaned_Billion,Imports_Cleaned_Billion,Gov_Debt_Percent_GDP_Cleaned,Gov_Debt_Absolute_Billion_Cleaned,clean_currency,Links,Trade_Balance,Trade_Openness,GDP_Capita_Ratio,Debt_to_Income,Import_Export_Ratio,Is_Eurozone,Is_USD_Pegged,gdp_total_usd_billion_cleaned_log,GDP_per_capita_nominal_cleaned_log,GDP_per_capita_ppp_cleaned_log,Exports_Cleaned_Billion_log,Imports_Cleaned_Billion_log,Gov_Debt_Absolute_Billion_Cleaned_log,cluster,economic_class,scraped_paragraph,summary
Switzerland,947.12,2024,104896.0,97580.0,2.0,2.7,1.9,468.7,291.1,41.8,66.02,Swiss franc (CHF),https://en.wikipedia.org/wiki/Economy_of_Switzerland,5.345000000000003,79.94575223049205,0.61993269397237,0.001059967567033665,0.8899957933786953,0,0,6.854481076522642,11.560734195310044,11.488438081318957,6.15209419303295,5.677096209393695,4.2049910823091645,1,Developed,"The economy of Switzerland is one of the world's most advanced and a highly-developed free market economy . The economy of Switzerland has ranked first in the world since 2015 on the Global Innovation Index [ 23 ] [ 24 ] and third in the 2020 Global Competitiveness Report . [ 25 ] [ 26 ] According to United Nations data for 2016, Switzerland is the third richest landlocked country in the world after Liechtenstein and Luxembourg . Together with the latter and Norway , they are the only three countries in the world with a GDP per capita (nominal) above US$90,000 that are neither island nations nor ministates . [ 27 ] Among OECD nations, Switzerland holds the 3rd-largest GDP per capita. Switzerland has a highly efficient and strong social security system ; social expenditure stood at roughly 24.1% of GDP . [ 3 ] [ 4 ] [ 28 ]","Switzerland boasts one of the world's most advanced and free market economies, ranking highly in innovation and competitiveness. It is the third richest landlocked country globally, with a GDP per capita exceeding $90,000, placing it among the top three OECD nations in this regard. The country also maintains a robust social security system, with social expenditure accounting for approximately 24.1% of its GDP."
Taiwan,804.89,2024,34920.0,82610.0,3.1,2.7,3.35,475.0,394.0,38.3975,66.02,New Taiwan dollar (TWD),https://en.wikipedia.org/wiki/Economy_of_Taiwan,5.345000000000003,79.94575223049205,0.422709115119235,0.001059967567033665,0.8899957933786953,0,0,6.691947256766074,10.460843646427818,11.32189812255531,6.16541785423142,5.978885764901122,4.2049910823091645,1,Developed,"Taiwan is a highly developed free-market economy . It is the 8th largest in Asia and 21st -largest in the world by purchasing power parity , allowing Taiwan to be included in the advanced economies group by the International Monetary Fund . [ 23 ] Taiwan is notable for its rapid economic development from an agriculture-based society to an industrialized, high-income country. This economic growth has been described as the Taiwan Miracle . It is gauged in the high-income economies group by the World Bank . [ 24 ] Taiwan is one of the leading producers of computer microchip and high-tech electronics. [ 25 ] [ 26 ] [ 27 ]","Taiwan is a highly developed free-market economy, ranked 8th largest in Asia and 21st largest globally by purchasing power parity. The country has experienced rapid economic development, transitioning from an agriculture-based society to an industrialized, high-income nation, known as the ""Taiwan Miracle."" Taiwan is a leading producer of computer microchips and high-tech electronics, placing it in the high-income economies group by the World Bank."
Belgium,684.86,2024,58256.0,75199.0,2.0,3.6,6.0,432.0,472.0,63.9,467.16,Euro (EUR),https://en.wikipedia.org/wiki/Economy_of_Belgium,-4.572750000000001,79.94575223049205,0.61993269397237,0.0013111876487719252,1.0925925925925926,1,0,6.530673525265742,10.97261953588173,11.227906509937931,6.07073772800249,6.159095388491933,6.14881011783176,1,Developed,"The economy of Belgium is a highly developed , high-income , mixed economy. [ 21 ]","Belgium boasts a highly developed, high-income, mixed economy."
Argentina,683.53,2024,14362.0,31380.0,4.0775,3.99,6.3,79.72,60.82,63.9,66.02,Argentine peso (ARS),https://en.wikipedia.org/wiki/GDP_of_Argentina,5.345000000000003,32.12459620397893,0.4576800509878904,0.0023295092415551305,0.8899957933786953,0,0,6.528732471379497,9.572410734431823,10.353957893210753,4.390986376045354,4.124226936703971,4.2049910823091645,3,Developed,"The economy of Argentina is the second-largest national economy in South America , behind Brazil . Argentina is classified as ""very high"" in human development by the United Nations ' Human Development Index , with a highly literate population, an export-oriented agricultural sector , and a diversified industrial base.","Argentina has the second-largest economy in South America after Brazil, with a strong human development index and a well-educated population. The country's economy is export-oriented, particularly in the agricultural sector, and has a diverse industrial base."
Sweden,620.3,2024,58100.0,74900.0,2.0,2.7,8.4,170.0,155.0,38.3975,1765.0,Swedish krona (SEK),https://en.wikipedia.org/wiki/Economy_of_Sweden,5.345000000000003,52.3940029018217,0.61993269397237,0.001059967567033665,0.9117647058823529,0,0,6.431814057069648,10.969938154395841,11.223922520551032,5.14166355650266,5.049856007249537,7.476472381163905,1,Developed,"The economy of Sweden is a highly developed export-oriented economy , aided by timber, hydropower , and iron ore . These constitute the resource base of an economy oriented toward foreign trade. The main industries include motor vehicles , telecommunications , pharmaceuticals , industrial machines, precision equipment, chemical goods, home goods and appliances, forestry , iron, and steel. Traditionally, Sweden relied on a modern agricultural economy that employed over half the domestic workforce. Today, Sweden further develops engineering, mine, steel, and pulp industries, which are competitive internationally, as evidenced by companies such as Ericsson , ASEA / ABB , SKF , Alfa Laval , AGA , and Dyno Nobel . [ 28 ]","Sweden's economy is export-oriented, with key industries including motor vehicles, telecommunications, pharmaceuticals, and industrial machines. The country's resource base of timber, hydropower, and iron ore supports its foreign trade focus. Sweden has transitioned from a reliance on agriculture to developing competitive engineering, steel, and pulp industries, with companies like Ericsson, ASEA/ABB, and SKF leading the way."
Ireland,598.84,2024,107243.0,133550.0,2.3,2.7,4.2,208.208,140.199,44.7,224.8,Euro (EUR),https://en.wikipedia.org/wiki/Economy_of_the_Republic_of_Ireland,5.345000000000003,58.18031527620066,0.61993269397237,0.001059967567033665,0.8899957933786953,1,0,6.396662952987602,11.582861891169392,11.802238706342346,5.3433289723773845,4.9501702428810885,5.419649651715562,1,Developed,"The economy of Ireland is a highly developed knowledge economy , focused on services in high-tech , life sciences , financial services and agribusiness , including agrifood . Ireland is an open economy (3rd on the Index of Economic Freedom ), [ 27 ] and ranks first for high-value foreign direct investment (FDI) flows. [ 28 ] In the global GDP per capita tables , Ireland ranks 2nd of 192 in the IMF table and 4th of 187 in the World Bank ranking. [ 29 ] [ 30 ]","Ireland's economy is advanced, with a strong emphasis on high-tech services, life sciences, financial services, and agribusiness. It is recognized for its openness and high-value foreign direct investment, ranking highly in global GDP per capita tables. Ireland's economy ranks 2nd out of 192 countries in the IMF table and 4th out of 187 countries in the World Bank ranking."
Israel,583.36,2024,57760.0,56440.0,2.0,2.7,6.0,166.0,108.26,59.8,66.02,Israeli new shekel (ILS),https://en.wikipedia.org/wiki/Economy_of_Israel,5.345000000000003,47.01385079539221,0.61993269397237,0.001059967567033665,0.8899957933786953,0,0,6.370517231264313,10.96406908643623,10.940951123740335,5.117993812416755,4.693730362967572,4.2049910823091645,1,Developed,"The economy of Israel is a highly developed free-market economy . [ 23 ] [ 4 ] [ 24 ] [ 25 ] [ 26 ] The prosperity of Israel 's advanced economy allows the country to have a sophisticated welfare state , a powerful modern military said to possess a nuclear-weapons capability with a full nuclear triad , modern infrastructure equivalent to developed countries, and a high-technology sector competitively on par with Silicon Valley . [ 23 ] It has the second-largest number of startup companies in the world after the United States, [ 27 ] [ needs update ] and the third-largest number of NASDAQ-listed companies after the U.S. and China. [ 28 ] American companies, such as Intel, [ 29 ] Microsoft, [ 30 ] and Apple, [ 31 ] [ 32 ] built their first overseas research and development facilities in Israel. More than 400 high-tech multi-national corporations, such as IBM , Google , Hewlett-Packard , Cisco Systems , Facebook and Motorola have opened R&D centers throughout the country . [ 33 ] As of 2025, the IMF estimated Israel has the 25th largest economy in the world by nominal GDP, and one of the biggest economies in the Middle East. [1]","Israel has a highly developed free-market economy with a sophisticated welfare state and a strong military. The country boasts a modern infrastructure, a thriving high-technology sector comparable to Silicon Valley, and ranks second globally in the number of startup companies. Major American tech companies have established research and development facilities in Israel, contributing to its position as one of the largest economies in the Middle East."
Singapore,564.77,2024,92930.0,156760.0,2.0,2.7,1.8,942.0,870.0,63.9,66.02,Singapore dollar (SGD),https://en.wikipedia.org/wiki/Economy_of_Singapore,5.345000000000003,79.94575223049205,0.5928170451645828,0.0010704261291145701,0.9235668789808917,0,0,6.338187635192384,11.439612561281178,11.962477631471582,6.849066282633458,6.769641976852503,4.2049910823091645,1,Developed,"The economy of Singapore is a highly developed mixed market economy with dirigiste characteristics. [ 24 ] [ 25 ] [ 26 ] [ 27 ] Singapore 's economy has been consistently ranked as the most open, competitive and pro-business in the world. [ 28 ] It is also the 3rd least corrupt in the world. [ 29 ] [ 30 ] Singapore has low tax-rates [ 31 ] and the highest per-capita GDP in the world in terms of purchasing power parity (PPP). The Asia-Pacific Economic Cooperation (APEC) is headquartered in Singapore.","Singapore has a highly developed mixed market economy known for its open, competitive, and pro-business environment. It boasts low tax rates, high per-capita GDP in terms of purchasing power parity, and is ranked as the 3rd least corrupt country globally. Additionally, Singapore hosts the headquarters of the Asia-Pacific Economic Cooperation (APEC)."
United Arab Emirates,548.6,2024,51290.0,82000.0,4.01,2.7,6.0,306.41,229.2,38.3975,66.02,Emirati dirham (AED),https://en.wikipedia.org/wiki/Economy_of_the_United_Arab_Emirates,5.345000000000003,79.94575223049205,0.61993269397237,0.001059967567033665,0.8899957933786953,0,0,6.309190740908139,10.845270577171219,11.314486721293981,5.728182361479736,5.438948496287782,4.2049910823091645,1,Developed,"The United Arab Emirates is a high-income developing market economy , which also advocates for Islamic economics . [ 14 ] The UAE's economy is the 3rd largest in the Middle East (after Turkey and Saudi Arabia ), with a gross domestic product (GDP) of US$415 billion (AED 1.83 trillion) in 2021-2023. [ 3 ]","The United Arab Emirates is a high-income developing market economy that embraces Islamic economics principles. It boasts the third-largest economy in the Middle East, following Turkey and Saudi Arabia, with a GDP of US$415 billion (AED 1.83 trillion) in 2021-2023."
Thailand,546.22,2024,7770.0,26320.0,2.0,3.99,6.0,300.52,306.8,63.32,66.02,Thai baht (THB),https://en.wikipedia.org/wiki/Economy_of_Thailand,-4.572750000000001,79.94575223049205,0.33373301294282776,0.002405775075987842,1.0208971116731,0,0,6.304850915348019,8.958154135209242,10.178122378638475,5.70883634895888,5.729450221404779,4.2049910823091645,3,Developing (Upper),"The economy of Thailand is dependent on exports, which accounted for about 58 percent of the country's gross domestic product (GDP) in 2021. [ 25 ] Thailand itself is a newly industrialized country , with a GDP of 17.922 trillion baht (US$514.8 billion) in 2023, the 9th largest economy in Asia. [ 26 ] As of 2018, Thailand has an average inflation of 1.06% [ 27 ] and an account surplus of 7.5% of the country's GDP. [ 28 ] Its currency, the baht, is ranked as the tenth most frequently used world payment currency in 2017. [ 29 ]","Thailand's economy heavily relies on exports, contributing to 58% of its GDP in 2021. With a GDP of 17.922 trillion baht in 2023, Thailand ranks as the 9th largest economy in Asia. The country maintains low inflation at 1.06% and boasts an account surplus of 7.5% of GDP, while its currency, the baht, is recognized as the tenth most frequently used world payment currency."
